id,likes_count,from_id,from_name,message,created_time,type,link,story,comments_count,shares_count,love_count,haha_count,wow_count,sad_count,angry_count
540404695989874_1219654778064859,8333,5.40405E+14,AfD,"+ + Endspurt in Mecklenburg-Vorpommern + + 
Am Sonntag beide Kreuze bei der #AfD!",2016-09-01T06:03:30+0000,photo,https://www.facebook.com/AfD.MV/photos/a.515807031789555.1073741829.513381125365479/1097694643600788/?type=3,AfD shared Alternative für Deutschland Mecklenburg-Vorpommern - AfD MV's photo.,752,0,293,109,38,5,24
540404695989874_1219150981448572,4770,5.40405E+14,AfD,"Man muss diese Schlagzeile mehrmals lesen, um sie zu glauben:

""Bundesinnenminister Thomas de Maizière (CDU) beklagt mangelndes Nationalbewusstsein der Deutschen.""

De Maizière weiter:

„Obwohl es uns ökonomisch gut geht wie selten zuvor, sind wir uns unserer selbst, unserer Identität nicht sicher genug. Wir wissen nicht mehr genau, wer wir sind und wer wir sein wollen. Was uns als Deutsche ausmacht.""

Werter Herr de Maizière, war es nicht Ihre Vorsitzende, die bei der Wahlparty der CDU die deutsche Fahne kopfschüttelnd von der Bühne verbannt hat? Sind es nicht Sie und ihre Kollegen, die jeden Deutschen, der auch nur einen Hauch Nationalbewusstein zeigt, sofort in die rechte Ecke schieben? Sind Deutsche, die sich ihrer Nation bewusst sind und diese Nation auch bewahren wollen nicht ""Pack"" (Zitat Gabriel) oder leben sie nicht nur in ""Dunkeldeutschland"" (Zitat Gauck) oder haben sie nicht nur ""Hass im Herzen"" (Zitat Merkel)?

Herr de Maizière, Sie und ihre Politikerkollegen im Bundestag haben in den letzten Jahren alles getan, um dem deutschen Volk das Nationalbewusstsein und den Patriotismus abzuerziehen. Die deutsche Fahne ist nur zu Fußball-Meisterschaften gern gesehen und selbst dann wird sie noch von linken Idioten abgerissen.

Wir und unsere Wähler sind uns unser Nation sehr wohl bewusst.  Wir kämpfen seit unserer Gründung für dieses Land, wir wissen, was wir bewahren wollen und zwar nicht nur im Wahlkampf. 

Die CDU sieht ihre Felle davonschwimmen, denn sie weiß, echte Veränderung gibt es nur mit der #AfD.

http://www.welt.de/politik/deutschland/article157911012/De-Maiziere-beklagt-mangelndes-Nationalbewusstsein.html",2016-09-01T12:05:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1219150981448572/?type=3,NA,760,1544,96,717,18,6,47
540404695989874_1220577354639268,6086,5.40405E+14,AfD,"13- und 15-jährige Mädchen gehören nicht in eine Ehe, sondern in eine Schule.",2016-09-02T06:07:00+0000,photo,https://www.facebook.com/Dr.Frauke.Petry/photos/a.782724038446912.1073741828.782456275140355/1202376319815013/?type=3,AfD shared Dr. Frauke Petry's photo.,329,1,145,5,3,7,70
540404695989874_1220779821285688,3215,5.40405E+14,AfD,Am Sonntag zählt es! Altparteien abwählen - beide Stimmen #AfD!,2016-09-02T12:02:51+0000,video,https://www.facebook.com/AfD.MV/videos/1098406713529581/,AfD shared Alternative für Deutschland Mecklenburg-Vorpommern - AfD MV's video.,364,0,126,1,8,1,8
540404695989874_1220980757932261,3068,5.40405E+14,AfD,"+ + Merkel beugt sich Erdogan + +

Was war das für ein Schauspiel heute! Oscar-würdig!

Da war im Spiegel zu lesen, die Bundesregierung plane, sich von der Armenien-Resolution zu distanzieren. Doch dann trat Regierungssprecher Seibert vor die Presse, ",2016-09-02T16:35:22+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1220980757932261/?type=3,NA,785,1541,9,322,16,52,1080
540404695989874_1221037934593210,7899,5.40405E+14,AfD,"Die AfD setzt sich dafür ein, Volksentscheide in Anlehnung an das Schweizer Vorbild auch in Deutschland einzuführen.

Wir wollen dem Volk das Recht geben, über vom Parlament beschlossene Gesetze abzustimmen. Dieses Recht würde in kürzester Zeit präventiv mäßigend auf das Parlament wirken und die Flut der oftmals unsinnigen Gesetzesvorlagen nachhaltig eindämmen. Zudem würden die Regelungsinhalte sorgfältiger bedacht, um in Volksabstimmungen bestehen zu können. Auch Beschlüsse des Parlaments in eigener Sache, beispielsweise über Diäten oder andere Mittelzuweisungen, würden wegen der Überprüfungsmöglichkeit der Bürger maßvolle Inhalte haben. Gesetzesinitiativen aus dem Volk haben eigene Gesetzesvorlagen zum Gegenstand und können durch die Stimmbürger angestoßen werden.

Ohne Zustimmung des Volkes darf das Grundgesetz nicht geändert und kein bedeutsamer völkerrechtlicher Vertrag geschlossen werden. Das Volk muss das Recht haben, auch initiativ über Änderungen der Verfassung selbst zu beschließen. Besonders der Abgabe nationaler Souveränität an die EU und andere internationale Organisationen über die Köpfe der Bürger hinweg ist hierdurch der Riegel vorgeschoben.

Das deutsche Volk ist ebenso mündig wie das der Schweizer, um ohne Einschränkung über jegliche Themen direkt abzustimmen. Eine natürliche Schranke ergibt sich durch Grundsätze des Völkerrechts.

Die Schweizer Erfahrung belegt, dass sich die Bürger gemeinwohlorientierter verhalten als Berufspolitiker, selbst wenn Eigeninteressen damit kollidieren. Macht- und interessengetriebene Entscheidungen sind eher in rein repräsentativen Demokratien zu beobachten.

Abstimmungsfragen finanzieller Natur sind ausdrücklich erlaubt. Deutschland steht in einigen gesellschaftlichen Themen vor elementaren politischen Weichenstellungen. Die Verantwortung hierfür kann und darf keine Regierung ohne eine unmittelbare Befragung der Bürger übernehmen. Die Einführung von Volksabstimmungen nach Schweizer Modell ist für die #AfD deshalb nicht verhandelbarer Inhalt jeglicher Koalitionsvereinbarungen.",2016-09-03T06:01:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1221037934593210/?type=3,NA,441,1843,208,9,25,2,9
540404695989874_1221778061185864,2628,5.40405E+14,AfD,Wahlkampfabschluss in der AfD MV.,2016-09-03T14:10:50+0000,video,https://www.facebook.com/AfD.MV/videos/1099220183448234/,AfD shared Alternative für Deutschland Mecklenburg-Vorpommern - AfD MV's video.,422,0,134,1,8,0,10
540404695989874_1222170641146606,6297,5.40405E+14,AfD,"Liebe Bürger von Mecklenburg-Vorpommern, 
heute liegt es an Ihnen, gehen Sie wählen und wählen Sie mit beiden Stimmen die Alternative für Deutschland, für unser Land und für unsere Kinder. Altparteien abwählen, Zeit für die #AfD!",2016-09-04T05:55:03+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1222170641146606/?type=3,NA,809,1220,261,10,8,6,78
540404695989874_1222786661085004,2490,5.40405E+14,AfD,"AfD TV ist live in Schwerin dabei. 
Wahlparty der AfD Mecklenburg-Vorpommern und erste Reaktionen",2016-09-04T15:46:43+0000,video,https://www.facebook.com/tv.afd/videos/1812986888914785/,AfD shared AfD TV's live video.,428,0,139,11,14,2,36
540404695989874_1222814791082191,16081,5.40405E+14,AfD,"Erste Hochrechnung aus Mecklenburg-Vorpommern, die #AfD ist klarer Wahlsieger: aus dem Stand auf 21 Prozent.",2016-09-04T16:17:00+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1222814791082191/?type=3,NA,2096,2215,695,87,115,68,355
540404695989874_1219792378051099,12526,5.40405E+14,AfD,"Gestern haben wir die erfolgreiche Wahl in Mecklenburg-Vorpommern gefeiert: 20,8 Prozent für die AfD, die CDU in Merkels politischer Heimat überholt, Grüne und NPD raus, FDP auch nicht drin. Die Linke fuhr ihr schlechtestes Ergebnis in Ostdeutschland seit 25 Jahren ein.

Und heute feiern wir hier mehr 285.000 Daumen hoch!
Wir freuen uns sehr und DANKEN Ihnen herzlich für diese Unterstützung. 

Bitte teilen und empfehlen Sie unsere Seite auch weiterhin. Denn nur gemeinsam können wir in Deutschland etwas verändern. Zeit für die #AfD!",2016-09-05T06:06:32+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1219792378051099/?type=3,NA,622,828,331,55,25,6,52
540404695989874_1223581251005545,1491,5.40405E+14,AfD,"Pressekonferenz der #AfD zur Wahl in Mecklenburg-Vorpommern mit Dr. Frauke Petry, Prof. Jörg Meuthen, Leif Erik Holm, Georg Pazderski und Armin Paul Hampel.",2016-09-05T12:05:37+0000,video,https://www.youtube.com/watch?v=EOZD8tPDZd4,NA,200,263,71,5,2,0,9
540404695989874_1223499321013738,6230,5.40405E+14,AfD,"Bundesjustizminister Heiko Maas beweist seit Monaten, dass er seines Amtes nicht würdig ist.

Seine Amadeu-Antonio-Kahane-Stasi-Task-Force zensiert auf Facebook unbequeme Beiträge, während offene Mordaufrufe ohne Probleme stehen bleiben dürfen. Er dankt einer Band, die schon vom Verfassungsschutz beobachtet wurde, offen Gewalt gegen Polizisten fordert und Deutschland einfach ""scheiße"" findet. Er will eine Absenkung des Strafmaßes für Mord auf bis zu 5 Jahre, wenn der Täter „aus Verzweiflung“ handelte oder z.B. durch eine „schwere Beleidigung“ ""gereizt“ wurde. 

Jetzt kommen weitere, schwerwiegende Vorwürfe dazu: So soll er in der Affäre um Netzpolitik .org schlicht gelogen haben. Maas beteuerte stets, er habe dem damaligen Generalbundesanwalt Range niemals gesagt, wie dieser zu handeln habe. Eine Aktennotiz beweist jetzt aber wohl das Gegenteil. 

Und nicht nur das. Aus der CDU kam der Vorwurf, dass sich Maas mit Äußerungen zum Sexualrecht in das laufende Verfahren des Models Gina-Lisa Lohfink eingemischt habe. Das widerspricht dem Prinzip der Gewaltenteilung.

Aus der CSU sind bereits Rücktrittsforderungen zu hören und auch Herr Schäuble wird deutlich: „Ein anständiger Minister müsste da zurücktreten"". Und genau da liegt das Problem, ein ""anständiger"" Minister müsste und würde das tun, aber nicht Herr Maas.

Da gibt es nur eine Lösung: SPD abwählen! Zeit für die #AfD!

http://www.faz.net/aktuell/politik/inland/bundesjustizminister-maas-hoffnungstraeger-unter-druck-14418736.html",2016-09-05T16:00:02+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1223499321013738/?type=3,NA,576,1902,30,152,16,6,283
540404695989874_1224313160932354,877,5.40405E+14,AfD,"In Mecklenburg-Vorpommern haben wir einen tollen Wahlsieg feiern dürfen, jetzt ist Berlin dran. Am 18. September wird auch dort gewählt, hier stellt sich unser Spitzenkandidat Georg Pazderski den Fragen von Jung &Naiv:",2016-09-06T06:25:11+0000,video,https://www.youtube.com/watch?v=Rit89i-gJ2g,AfD shared Alternative für Deutschland Landesverband Berlin - AfD Berlin's post.,140,0,31,2,3,1,2
540404695989874_1224470774249926,7963,5.40405E+14,AfD,"Die guten Nachrichten reißen nicht ab!

 Die AfD verzeichnet einen neuen Rekordwert auf Bundesebene. Laut INSA-Meinungstrend würden 15 Prozent der Deutschen die AfD wählen, wenn am nächsten Sonntag Bundestagswahl wäre. Es ist der beste Wert, den wir in dieser Umfrage je erreicht haben.

 Immer mehr Bürger wollen den Kurswechsel! 
 Dies ist der Anfang vom Ende der Ära Merkel. 
 Zeit für Veränderung! Zeit für die #AfD!

http://www.focus.de/politik/videos/aktuelle-wahlumfrage-insa-meinungstrend-afd-verzeichnet-rekordwert-auf-bundesebene_id_5899143.html",2016-09-06T11:02:42+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1224470774249926/?type=3,NA,896,1401,300,49,28,22,34
540404695989874_1224449077585429,3432,5.40405E+14,AfD,"Zur Millioneninvestition der Bundeswehr in den Stützpunkt Incirlik in der Türkei erklärt der stellvertretende AfD-Vorsitzende Alexander Gauland:

„Frau Merkel hat sich den Zugang zu unseren Soldaten teuer erkauft. Die freigegebenen 58 Millionen Euro sind keine Investition in Incirlik, sondern kommen eher einem Lösegeld gleich. Denn Frau Merkel hat sich nicht nur von Erdogan vorführen, sondern vor allem erpressen lassen.

Denn eigentlich sollte es eine Selbstverständlichkeit sein, dass man die eigenen Soldaten, die bei einem Bündnispartner stationiert sind, jederzeit uneingeschränkt besuchen kann. Es ist politisch fahrlässig, noch immer mit der Türkei zu paktieren. Erdogan hat mittlerweile mehrfach bewiesen, dass er nur den eigenen Vorteil und persönlichen Machterhalt im Auge hat. Dass Frau Merkel ihn zum wiederholten Male hofiert und ihn nun auch noch mit viel Geld versucht zu besänftigen, ist ein Beleg für ihre politische Schwäche und Instinktlosigkeit.

Ich appelliere an alle Bundestagsabgeordneten, die ihren Auftrag ernst nehmen, das notwendige Mandat im Dezember nicht zu verlängern und der Kanzlerin die Gefolgschaft in diesem Erpressungsspiel zu verweigern. Die Türkei darf kein Partner sein und unsere Soldaten dürfen nicht als Geiseln missbraucht werden.“",2016-09-06T15:00:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1224449077585429/?type=3,NA,346,1140,15,15,11,58,420
540404695989874_1224498657580471,5615,5.40405E+14,AfD,"Toller Auftritt von AfD-Mitglied Guido Reil gestern bei ""Hart aber Fair"". Wir freuen uns über so engagierte und ehrliche Leute in der Partei.

Da die Sendung anscheinend noch nicht online zu finden ist, sehen Sie hier einen Zusammenschnitt.

Nachtrag: die ganze Sendung ist jetzt hier online:

http://mediathek.daserste.de/Hart-aber-fair/Fluchtpunkt-Deutschland-hat-Merkel-ihr/Video?bcastId=561146&documentId=37544320",2016-09-06T17:00:02+0000,video,https://youtu.be/eshvBhG-PJs,NA,759,1174,163,15,35,3,8
540404695989874_1225273727502964,1484,5.40405E+14,AfD,"Frau Merkel gibt sich laut Spiegel Online am 07.09.2016 selbstkritisch: 
""Man muss die Sorgen der Wähler ernst nehmen.""

Hinsichtlich ihrer Flüchtlingspolitik ""ist die Situation heute um ein Vielfaches besser als vor einem Jahr"", sagte sie. ""Die Vereinbarung mit der Türkei ist im beiderseitigen Interesse"". ""Es ist, seitdem wir dieses Abkommen haben, so gut wie niemand mehr in der Ägäis ertrunken.""

Das versteht also Kanzlerin Merkel als ""An die eigene Nase fassen"". 
Es gibt viel zu tun. Schafft Sie das?

Zeit für Veränderung! Zeit für #AfD.

http://www.spiegel.de/politik/deutschland/angela-merkel-jeder-von-uns-muss-sich-an-die-eigene-nase-fassen-a-1111235.html",2016-09-07T09:17:33+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1225273727502964/?type=3,NA,847,534,8,501,3,7,477
540404695989874_1225465204150483,1468,5.40405E+14,AfD,"Der Bürgermeister von Berlin (Michael Müller, SPD) wird, laut BZ am 07.09.2016, in einer Fernsehrunde zum Eröffnungstermin des Flughafens BER ""konkret"":
 
„Es ist möglich, den Bau in ’16 abzuschließen und in ’17 dann zu fliegen. (...) Es sei deshalb seriös, an der geplanten Eröffnung im zweiten Halbjahr 2017 festzuhalten.""

Stellen Sie sich vor, man sagt Ihnen als künftigen Mieter oder Wohnungseigentümer: ""Es ist möglich, dass ihre Wohnung in 2016 fertiggestellt wird und Sie in 2017 darin wohnen können."" 
Wann würden Sie dann ihre bisherige Wohnung kündigen? 
Könnten Sie auf Basis einer solchen Aussage planen?
Berlin braucht Zuverlässigkeit. Berlin braucht Blau.

Zeit für Veränderungen! Zeit für die #AfD.

http://www.bz-berlin.de/berlin/regierender-mueller-zum-ber-es-ist-moeglich-in-2017-zu-fliegen",2016-09-07T15:02:28+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1225465204150483/?type=3,NA,476,356,7,700,21,4,22
540404695989874_1226131137417223,829,5.40405E+14,AfD,"++ Programmhinweis ++

NRW-Chef Marcus Pretzell zu Gast bei Friedman auf N24!",2016-09-08T08:26:53+0000,photo,https://www.facebook.com/Marcus.Pretzell.AfD/photos/a.523539824378144.1073741826.516475415084585/1051985878200200/?type=3,AfD shared Marcus Pretzell's photo.,454,0,16,7,24,2,8
540404695989874_1226175304079473,6471,5.40405E+14,AfD,"Den Menschen in Deutschland beschlich schon seit längerer Zeit ein diffuses Magengrummeln, wenn es in den hiesigen Medien landauf landab gebetsmühlenartig wiederholt wurde: Die ""rechtspopulistische AfD"" wäre nur aufgrund der Flüchtlingskrise groß geworden und hätte überdies keine weiteren Themen.

Umso mehr erfreut es uns, dass in einigen Redaktionsstuben offenbar der frische Wind der Demokratie durchzuziehen scheint. Neuerdings wird mittlerweile auch in der SPD die Willkommenspolitik Merkels (und damit die eigene) scheinheilig kritisiert. Aus der CDU werden Rufe nach Rückführung und Burkaverbot immer lauter: das ist ganz klar auch ein Erfolg der AfD. 

Die AfD hat zahlreiche Nichtwähler an die Urnen zurückgeholt und bewirkt dadurch einen Erfolg für die Demokratie insgesamt.
Nicht nur Protestpartei sein, sondern auch erfolgreich regieren wo immer dies im Interesse Deutschlands möglich ist. Dazu braucht die AfD weitere Mitstreiter und noch mehr Unterstützung.

Zeit für Veränderungen! Machen Sie mit bei der echten Alternative! 
Nur #AfD.

http://www.welt.de/debatte/kommentare/article157965283/Die-AfD-bringt-Leben-in-die-Bude-der-Demokratie.html",2016-09-08T16:00:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1226175304079473/?type=3,NA,430,1450,228,13,4,0,20
540404695989874_1226997553997248,2016,5.40405E+14,AfD,"Unsere stellvertretende Bundesvorsitzende und Mitglied des 
EU-Parlaments, Beatrix von Storch, thematisiert in ihrem Beitrag erneut die desaströse Politik der Europäischen Zentralbank.

Noch reden alle über die Kanzlerin und die Flüchtlingspolitik. Aber die AfD ist, das sollten wir uns ins Gedächtnis zurückrufen, vor allem wegen der untragbaren Europolitik gegründet worden. Diese hat sich bis heute nicht zum Besseren gewendet, auch wenn einige dieses Problem gerne zu vielem anderen weiter unter den Teppich kehren würden...

Höchste Zeit für Veränderungen! Zeit für #AfD.",2016-09-09T06:49:44+0000,photo,https://www.facebook.com/BeatrixVonStorch/photos/a.555550651153051.1073741828.549796328395150/1232205486820894/?type=3,AfD shared Beatrix von Storch's photo.,173,1,13,9,9,74,376
540404695989874_1227190170644653,9706,5.40405E+14,AfD,"Das Innenministerium präsentiert mal wieder leidenschaftslos eine Statistik, diesmal zu Kinderehen unter Flüchtlingen: 
""Registriert sind 1.475 minderjährig Verheirate, 361 unter 14 Jahren.""

Und nun? Ist das gut so?

Uns dreht sich die Magengrube um und wir alle rufen NEIN! 
Wir wollen das beim besten Willen nicht instrumentalisieren. Aber verändern kann man da - wie in vielen Dingen - scheinbar nur etwas, wenn man die AfD unterstützt oder wählt! Also bitte. Das kann man doch nicht hinnehmen...

Höchste Zeit für Veränderungen!

http://www.zeit.de/politik/deutschland/2016-09/kinderehen-deutschland-fluechtlinge-minderjaehrig",2016-09-09T12:57:27+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1227190170644653/?type=3,NA,752,4261,103,8,11,40,751
540404695989874_1227432867287050,2919,5.40405E+14,AfD,"Zur Forderung der Visegrad-Gruppe, die nationalen Parlamente in Europa zu stärken, erklärt der stellvertretende AfD-Vorsitzende Alexander Gauland:
 
„Viele Europäer sind es inzwischen leid, sich weltfremde und mitunter schädliche Verordnungen einer nicht demokratisch legitimierten EU-Kommission vorsetzen zu lassen. Besonders deutlich haben das die Mitgliedsstaaten der Visegrad-Gruppe gemacht.
 
Den Briten hat es ganz gereicht. Sie verlassen nun die EU. Das muss ein Signal an alle Regierungen in der EU sein, dass es so wie jetzt nicht weitergehen kann. Die EU muss reformiert werden. Die elementaren Weichenstellungen müssen wieder von demokratisch gewählten Parlamenten getroffen werden. Eine nach Gutsherrenart von Politikern eingesetzte Kommission ist kein demokratisches Entscheidungsorgan.
 
Wenn die EU eine Zukunft haben soll, wären die Regierungen der Mitgliedsstaaten – allen voran Deutschland – gut beraten, die Forderungen der Visegrad-Gruppe aufzunehmen und auf dieser Basis einen Reformprozess der EU einzuleiten.“",2016-09-10T06:30:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1227432867287050/?type=3,NA,320,445,70,9,3,1,12
540404695989874_1228063603890643,2174,5.40405E+14,AfD,Der Berliner #AfD Wahlkampfspot ist wieder da!,2016-09-10T11:45:04+0000,video,https://www.facebook.com/afdberlin/videos/581003375415132/,AfD shared Alternative für Deutschland Landesverband Berlin - AfD Berlin's video.,269,1,100,40,12,0,6
540404695989874_1228392563857747,2262,5.40405E+14,AfD,"Der gesetzliche Mindestlohn ist mit dem Wesen der Sozialen Marktwirtschaft eng verbunden. Er korrigiert im Bereich der Entlohnung die Position der Niedriglohnempfänger als schwache Marktteilnehmer gegenüber den Interessen der Arbeitgeber als vergleichsweise starke Marktteilnehmer. Er schützt sie auch vor dem durch die derzeitige Massenmigration zu erwartenden Lohndruck. Insbesondere erlaubt der Mindestlohn eine Existenz jenseits der Armutsgrenze und die Finanzierung einer, wenn auch bescheidenen, Altersversorgung, die ansonsten im Wege staatlicher Unterstützung von der Gesellschaft zu tragen wäre. Mindestlöhne verhindern somit die Privatisierung von Gewinnen bei gleichzeitiger Sozialisierung der Kosten. Die #AfD befürwortet es daher, den gesetzlichen Mindestlohn beizubehalten.",2016-09-11T06:20:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1228392563857747/?type=3,NA,533,408,44,3,3,3,51
540404695989874_1229834800380190,4094,5.40405E+14,AfD,"Der Aufenthalt für ""Flüchtlinge"" in Deutschland ist für manche anscheinend so anstrengend, dass sie dringend Urlaub brauchen. Und wo erholt man sich am besten von der deutschen Bürokratie und dem deutschen Sommer?

Natürlich im Herkunftsland! 
Einige vermeintlich ""Verfolgte"" machen sich tatsächlich in die Länder auf, in denen sie angeblich um Leib und Leben fürchten müssen. Danach kommen sie wieder nach Deutschland, genießen den ""Schutzstatus"" und kassieren weiter Hartz IV.

Möglich ist das, weil auch Asylbewerber das Recht auf 21 Tage Ortsabwesenheit haben und nicht angeben müssen, wohin sie reisen. Selbst wenn das Jobcenter erfährt, dass jemand in Syrien Urlaub machen will, es gilt die Schweigepflicht.

Wie verfolgt ist man wirklich, wenn man in das Heimatland zurückkehrt, um Urlaub zu machen?

Absurdistan Deutschland, hier ist anscheinend alles möglich.

Zeit für Veränderung! Zeit für die #AfD!

https://www.welt.de/politik/deutschland/article158049400/Fluechtlinge-machen-Urlaub-wo-sie-angeblich-verfolgt-werden.html",2016-09-12T06:53:12+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1229834800380190/?type=3,NA,887,3376,10,448,59,30,2301
540404695989874_1229936557036681,1782,5.40405E+14,AfD,"Zur Masseneinwanderung nach Deutschland erklärt der stellvertretende AfD-Vorsitzende Albrecht Glaser:
 
„Der Bayrische Ministerpräsident inszeniert sich einmal mehr als Opponent zu Angela Merkel. Dies geschieht unter dem offensichtlichen Druck, die Bayrischen Verhältnisse zu konservieren, nicht aus politischer Überzeugung. Denn wenn die AfD in Bayern Fuß fasst, ist es mit der Alleinherrschaft der CSU in Bayern für immer vorbei. Seehofer fordert eine Obergrenze für die Zuwanderung von 200.000 Personen pro Jahr. Beachtenswert an dieser Forderung ist, dass er damit das Merkel´sche Dogma von der Unbegrenzbarkeit der Migration in Frage stellt. Das jedoch ist reine Optik. Denn auch bei 200.000 Migranten pro Jahr wird Deutschland als Staat in wenigen Jahren zusammenbrechen.
 
Valide Berechnungen von Fachleuten belegen, dass bei einem solchen jährlichen Zuzug von wenig qualifizierten Menschen parallel zur Migration sich über die Jahre verdeckte Staatsschulden in Höhe von rund 6 Billionen Euro aufbauen. Diese kann Deutschland so wenig tragen wie wenn in kürzerer Zeit die gleiche Menge an Menschen ins Land strömt. Ob man also die Seehofer´sche oder die Merkel´sche Variante wählt, kommt auf das gleiche heraus. Es handelt sich nur um einen medialen Trick, einmal davon abgesehen, dass Seehofer noch nie umgesetzt hat, was er angekündigt hat.
 
Wer nicht sofort die Migration stoppt und mit Volldampf die Rückführung der illegal eingedrungenen Migranten betreibt, zerstört das Land unwiderruflich. Die AfD wird alles daran setzen, dies zu verhindern. Sie kann jedoch nur erfolgreich sein, wenn die Masse der Bürger endlich erkennt, dass es existenziell um ihr Schicksal geht. Es ist eher nach zwölf als noch kurz davor. Die AfD braucht daher eine breite Unterstützung. Denn nur die AfD hat in Deutschland den Willen, diese Katastrophe zu verhindern.“",2016-09-12T11:30:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1229936557036681/?type=3,NA,235,393,27,72,3,1,18
540404695989874_1230187477011589,2687,5.40405E+14,AfD,"Wir wissen um das Asylchaos, das uns die Bundesregierung durch die Öffnung der Grenzen letztes Jahr beschert hat. Und doch sind wir immer wieder sprachlos, wenn anhand von konkreten Beispielen das ganze Ausmaß des Versagens sichtbar wird.

Die Finanzierung von Sprachkursen für Flüchtlinge ist Teil des neuen ""Asylverfahrensbeschleunigungsgesetz"", das im letzten Jahr verabschiedet wurde. Darin wurde festgelegt, dass diese Kurse aus den Rücklagen der Arbeitslosenversicherung (!) bezahlt werden sollen. 130 Millionen Euro waren eingeplant, ausgegeben wurden bereits 300 Millionen.

Das Erschreckendste:

Niemand interessierte es bisher, ob und für wie lange Flüchtlinge an solchen Kursen teilgenommen haben. An die Anbieter der Sprachkurse wurden keinerlei Anforderungen gestellt - ob qualifiziert oder nicht, jeder durfte unterrichten. Und alle Kursen wurden ohne Wenn und Aber bezahlt, egal ob Flüchtlinge bis zum Ende daran teilnahmen oder nicht erschienen.

Die Bundesagentur für Arbeit hat keinerlei Überblick über das, was in den Kursen bisher passierte und wofür sie das Geld ausgegeben hat und es scheint sie auch nicht zu interessieren - genauso wenig wie die Bundesregierung. 

Die finanziellen Nutznießer der lukrativen Schulungsaufträge?
 Laut der Bundesagentur für Arbeit: ein Betriebsgeheimnis.

Tag für Tag offenbart sich uns das Totalversagen des Staates. 
Wie lange wollen wir uns das noch ansehen? 
Wie lange wollen wir diesen Irrsinn noch bezahlen?

Schauen Sie sich den ganzen FAKT Beitrag an und TEILEN sie ihn:

http://www.ardmediathek.de/tv/FAKT/FAKT/Das-Erste/Video?bcastId=310854&documentId=37565516

Es wird höchste Zeit für Veränderungen! Zeit für die #AfD!",2016-09-12T16:30:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1230187477011589/?type=3,NA,682,3529,4,123,47,66,2208
540404695989874_1230762653620738,1205,5.40405E+14,AfD,Dr. Frauke Petry im Interview - sehenswert:,2016-09-13T06:18:06+0000,video,https://www.facebook.com/Dr.Frauke.Petry/videos/1212774855441826/,AfD shared Dr. Frauke Petry's video.,164,9,61,8,4,0,1
