id,likes_count,from_id,from_name,message,created_time,type,link,story,comments_count,shares_count,love_count,haha_count,wow_count,sad_count,angry_count
540404695989874_1252000734830263,3357,5.40405E+14,AfD,"Nächstes Jahr gibt es wieder eine saftige Preiserhöhung bei den Strompreisen. Schuld daran ist jedoch nicht etwa ein steigender Strom-Einkaufspreis an der Börse, der sinkt sogar. Nein, es sind das EEG und die Netzentgelte. Die Herausforderungen in der Energiewende kosten mehr und mehr Geld.

Wer erinnert sich an die Aussage von Grünen-Chef Trittin, die Förderung der Erneuerbaren Energien koste deutsche Durchschnittshaushalte monatlich nicht mehr als eine Kugel Eis?

Eine teure Kugel Eis ist das, Herr Triitin. Die Strompreise sind in den letzten zehn Jahren um etwa 40 Prozent gestiegen. Die Kosten für Steuern, Abgaben und Umlagen haben sich in den letzten 18 Jahren sogar vervierfacht.

Da sagen wir: danke liebe Grüne, danke Frau Merkel. Die Verbraucher dürfen für Ihre Fehler und Ihre undurchdachte Energiewende einen hohen Preis zahlen. Es findet eine gigantische Umverteilung von Vermögen statt, von der Bevölkerung und Wirtschaft hin zu den wenigen Subventionsgewinnern.

Die #AfD tritt daher dafür ein, das EEG ersatzlos abzuschaffen. Wir wollen einzelne Energieträger weder bevorzugen noch benachteiligen und die Vorrangeinspeisung von Strom generell abschaffen. Quoten-/Auktionsmodelle, um mit ihnen staatlich-planwirtschaftliche Ziele in der Energiepolitik durchzusetzen, lehnen wir ab. 

Netzkosten sind auf alle Stromerzeuger verursachungsgerecht umzulegen. Die Stromsteuer wollen wir streichen und so die Stromkunden sofort entlasten. Unser Ziel ist es, das deutsche Stromversorgungssystem wieder auf jenen Stand der Technik zu bringen, der eine sichere, kostengünstige und umweltverträgliche Stromversorgung sicherstellt. 

http://www.focus.de/immobilien/energiesparen/strom-ratgeber/netzentgelte-und-oekoumlage-strompreise-steigen-zum-jahreswechsel_id_6037816.html",2016-10-08T06:30:00+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1252000734830263/?type=3,NA,419,1586,16,23,13,65,753
540404695989874_1251708611526142,3800,5.40405E+14,AfD,"Gemeinsame europäische Streitkräfte lehnt die AfD ab und hält an einer umfassend befähigten Bundeswehr als Eckpfeiler deutscher Souveränität fest. Dies schließt eine ständige Kooperation deutscher Streitkräfte mit denen der Bündnispartner ein.

Im Ergebnis benötigt Deutschland Streitkräfte, deren Führung, Stärke und Ausrüstung an den Herausforderungen künftiger Konflikte orientiert sind und höchsten internationalen Standards entsprechen, die gründlich und an den modernen Einsatzerfordernissen orientiert ausgebildet werden und die eine am Wohl der Truppe orientierte Verwaltung mit deutlich reduzierter Bürokratie vorhalten.

Eng damit verbunden sind unverzichtbare nationale wehrtechnische Fähigkeiten, um in Schlüsseltechnologien national unabhängig zu bleiben, mit der Weltspitze Schritt zu halten und Arbeitsplätze in Deutschland zu sichern.

Sicherheit und Freiheit Deutschlands und seiner Verbündeten sind im Finanzhaushalt mehr als heute angemessen zu berücksichtigen. Umfang und Ausrüstung der Streitkräfte müssen sich nach deren Aufgaben und den außen- und sicherheitspolitischen Erfordernissen richten.

Ebenfalls geboten ist, die Nachrichtendienste umfangreich zu reorganisieren und zu reformieren. Sie sind ein wichtiges Mittel, Gefahren im In- und Ausland zu erkennen und abzuwehren. Die bisher praktizierte Finanzierung nach Kassenlage lehnt die #AfD ab.",2016-10-09T06:20:00+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1251708611526142/?type=3,NA,244,625,83,8,5,2,19
540404695989874_1253344764695860,2054,5.40405E+14,AfD,"Für die Rundfunkgebühr schon etwas bekommen?

Unser stellvertretender Sprecher Dr. Alexander Gauland war am Donnerstag Talkgast bei Maybrit Illner. Er lieferte sich ein Rede-Duell mit Heiko Maas, der in besorgten Bürgern Rechtsextremisten sieht.

ZDF- Mediathek

http://www.zdf.de/ZDFmediathek/beitrag/video/2851660/maybrit-illner-vom-6.-Oktober-2016?bc=svp;sv1

Unsere stellvertretende Vorsitzende Beatrix von Storch war am Mittwoch Talkgast bei Maischberger, wo sie ab und zu auch mal ausreden durfte.

ARD- Mediathek

http://www.ardmediathek.de/tv/Maischberger/Pleite-für-die-Populisten-Sieg-für-Mer/Das-Erste/Video?bcastId=311210&documentId=38141888

Viel Spass bei der Diskussion darüber. Aber Vorsicht bei der Wortwahl, denn Heiko Maas passt auf ;-)",2016-10-09T16:20:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1253344764695860/?type=3,NA,282,249,50,75,8,4,11
540404695989874_1254014401295563,2004,5.40405E+14,AfD,"Gefälschter Pass? Kein Problem für das BAMF. Dort heißt es: Hereinspaziert und willkommen.

Entdeckt das Bundesamt für Migration und Flüchtlinge bei Einwanderern gefälschte Pässe, erstattet es so gut wie nie Anzeige. Urkundenfälschung kann eigentlich mit bis zu fünf Jahren Gefängnis bestraft werden. Doch das kümmerte die Mitarbeiter wenig. Anzeige? Fehlanzeige!

Heißt es im Asylverfahrensgesetz: „Ein unbegründeter Asylantrag ist als offensichtlich unbegründet abzulehnen, wenn der Ausländer im Asylverfahren über seine Identität oder Staatsangehörigkeit täuscht oder diese Angaben verweigert.“, hat das BAMF auch hier eine ganz eigene Auffassung;  ""Nachweislich falsche Angaben zur Identität führten nicht automatisch zu einer Ablehnung.""

Vielleicht sollte man nicht nur die Einwanderer besser kontrollieren, vielleicht sollte man auch endlich dem BAMF auf die Finger schauen! Dieses eigenmächtige Handeln muss gestoppt werden.

Zeit für Veränderung! Zeit für die #AfD!

https://www.welt.de/politik/deutschland/article158633882/BAMF-winkt-Fluechtlinge-trotz-falscher-Paesse-durch.html",2016-10-10T06:52:21+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1254014401295563/?type=3,NA,384,1306,5,35,25,76,1496
540404695989874_1254039471293056,1237,5.40405E+14,AfD,"André Poggenburg, Mitglied des Bundesvorstands, ist heute Abend zu Gast bei ""Hart aber fair""

Thema: ""Einheit? Sie pfeifen drauf! Was ist da los, Brüder und Schwestern?""

Weitere Gäste:

Matthias Platzeck, SPD 
Armin Laschet, CDU 
Iris Gleicke, SPD 
Michael Jürgs, Journalist und Buchautor; ehem. „stern“-Chefredakteur

Hart aber fair 
10.10.2016, 21:00 - 22:15 
ARD

Reinschauen und hier mitdiskutieren.

http://www1.wdr.de/daserste/hartaberfair/videos/video-einheit-sie-pfeifen-drauf-was-ist-da-los-brueder-und-schwestern-100.html",2016-10-10T12:00:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1254039471293056/?type=3,NA,364,152,30,8,1,0,3
540404695989874_1254310121265991,4065,5.40405E+14,AfD,"+ +1,5 Kilo extrem gefährlicher Sprengstoff + + 
Deutschland entging nur knapp einem Anschlag

Der Fall des Syrers Jaber Albakr hat unser Land die letzten Tage in Atem gehalten. Nun kam heraus: Er hatte direkten Kontakt mit dem IS und das geplant Spren",2016-10-10T15:08:53+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1254310121265991/?type=3,NA,704,2097,14,22,38,134,989
540404695989874_1254923704537966,5046,5.40405E+14,AfD,"+ + CDU/CSU fallen auf historischen Tiefstand + +

Nein, es ist keine rechte und pöbelnde Minderheit, die mit der Politik der Kanzlerin und der Union unzufrieden ist. Es ist die Mehrheit der Bevölkerung, die merkt, dass es so nicht weitergehen kann.
Be",2016-10-11T07:27:20+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1254923704537966/?type=3,NA,398,1054,163,349,9,1,8
540404695989874_1255074924522844,4669,5.40405E+14,AfD,"+++Schluss mit ""Problemlösung"" durch Geldverteilung+++

Unsere Kanzlerin ist derzeit in Afrika und verteilt Steuergelder. Fluchtursachen bekämpfen nennt sie das. Dabei betreibt Europa bereits seit Jahrzehnten eine Entwicklungshilfe, die die Zustände in ",2016-10-11T12:15:13+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1255074924522844/?type=3,NA,555,1372,16,62,11,25,611
540404695989874_1255191004511236,2757,5.40405E+14,AfD,"Zum Auftritt des EP-Präsidenten Schulz zum Jahrestag der Demonstrationen in Leipzig erklärt der stellvertretende AfD-Vorsitzende Alexander Gauland:

„Martin Schulz scheint sich mit seinen jüngsten Auftritten in Deutschland als Spitzenkandidat der SPD ins Gespräch bringen zu wollen. Dafür ist er sich nicht zu schade, in bewährter SPD-Manier die Demonstranten von heute zu beschimpfen und die Demonstranten von 1989 zu loben. Dabei haben diese Menschen sehr viel miteinander gemeinsam: Die Demonstranten von heute gehen gegen eine Kanzlerinnen-Diktatur auf die Straße; die Demonstranten von 1989 trieb es damals aus der gleichen Freiheitsliebe gegen die SED-Diktatur auf die Plätze von Leipzig und Dresden.

Martin Schulz hat nichts verstanden, wenn er die Demonstranten von heute einer Perversion der 1989er-Bewegung bezichtigt.

Vor diesem Hintergrund: Liebe SPD, bitte nehmt ihn als euren Spitzenkandidaten! 

Schulz steht für alles, was wir in Deutschland nicht brauchen: Für einen EU-Superstaat. Für eine Politiker-Kaste, die sich scham- und hemmungslos an den Pfründen der Macht bereichert. Noch besser wäre in diesem Sinne ein Spitzentrio bestehend aus Schulz, Maas und Stegner. Damit hätten wir den EU-Superstaat gepaart mit Wählerbeschimpfung und Ausgrenzung aller, die nicht im Mainstream mitschwimmen und einer Abschaffung des Rechtsstaates.“",2016-10-11T16:02:00+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1255191004511236/?type=3,NA,315,558,23,523,11,1,42
540404695989874_1255769241120079,2152,5.40405E+14,AfD,"+ Willkommen in der Realität +

Drei unterschiedliche Schlagzeilen und doch hängen sie alle zusammen. Sie erzählen die Geschichte von Menschen, die langsam aber sicher ihre Illusionen zurücklassen müssen und hart in der Realität landen.

Da ist zum ei",2016-10-12T07:11:17+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1255769241120079/?type=3,NA,231,553,40,238,8,8,12
540404695989874_1255958721101131,2386,5.40405E+14,AfD,"Nach Gauck nun Käßmann?

Wir dachten, schlimmer als Gauck könnte es nicht werden. Doch jetzt möchte SPD-Chef Gabriel anscheinend die Theologin Margot Käßmann zur Kandidatur für das Bundespräsidentenamt überreden.

Frau Käßmann, die Terroristen als ""verzerrtes Ebenbild Gottes"" bezeichnet und ihnen ""mit Beten und Liebe"" begegnen will. Die meinte, eine demokratische Partei wie die AfD passe nicht in ""ihr Bundesland"", die bei ""den besorgten Mitbürgern immer ein wenig lächeln"" muss und ihnen einfach rät, in die Kirche zu gehen, ""dann müssen Sie keine Angst vor vollen Moscheen haben"".... was für eine Wahl!

In Zeiten wie diesen brauchen wir alles, nur keine Bundespräsidentin, die das Volk weiter spaltet und die mit Terroristen am liebsten Stuhlkreise bilden möchte. 

Das Amt des Bundespräsidenten ist zu bedeutend, um die Abstimmung darüber durch eine Versammlung vornehmen zu lassen, deren Zusammensetzung nicht vom Souverän direkt bestimmt wird. Die #AfD fordert daher die Direktwahl des Bundespräsidenten durch das deutsche Volk.

Wir wollen einen Vertreter für unser Volk, nicht für eine realitätsferne Ideologie. Zeit für direkte Demokratie in Deutschland. Zeit für #AfD",2016-10-12T12:19:11+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1255958721101131/?type=3,NA,1214,983,7,591,29,25,679
540404695989874_1256827504347586,6458,5.40405E+14,AfD,"+++ Schnell ein Bundesverdienstkreuz für alle +++

Die drei tapferen Syrer, die ihren ""bombastischen"" Landsmann (Allah habe ihn selig) festgesetzt haben, sollen nun spontan mit dem Bundesverdienstkreuz ausgezeichnet werden...

Wie wäre es da nicht gle",2016-10-13T06:52:50+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1256827504347586/?type=3,NA,1258,1886,35,1071,19,24,722
540404695989874_1257201317643538,1518,5.40405E+14,AfD,"+ CETA kommt + 

Nachdem Sigmar Gabriel gestern vor dem Bundesverfassungsgericht vehement für CETA kämpfte, hat dieses heute grünes Licht gegeben: die Bundesregierung darf dem Abkommen, unter Auflagen, zustimmen.

Mit den Verfassungsbeschwerden zum Th",2016-10-13T13:16:09+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1257201317643538/?type=3,NA,480,1356,7,17,15,173,1777
540404695989874_1257354660961537,1954,5.40405E+14,AfD,"Kindergarten oder Parlament?

Manchmal kommt man aus dem Kopfschütteln einfach nicht mehr heraus. Wir haben so viele politische, gesellschaftliche und wirtschaftliche Baustellen in Deutschland und um was streiten sich die frisch gewählten Abgeordneten in Berlin? Um die Sitzordnung im Abgeordnetenhaus.

""Nein, neben der AfD wollen wir nicht sitzen"", motzen die FDPler, ""Die CDUler sind doch viel rechter als wir!""

""Gaaar nicht! Selbst doof! Wir sind die Mitte."" kontert die CDU und will von den Vorwürfen nichts wissen. 

Wir sind gespannt, wann sich die Kollegen wieder darauf besinnen, dass es eigentlich um viel Wichtigeres geht. Vielleicht kann das Präsidium ja in der Zwischenzeit ein paar Kekse und Kakao verteilen, das beruhigt bekanntlich kindliche Gemüter.

Sie wollen echte Politik ohne infantile Spielchen? 
Wir auch! Daher: #AfD!

http://www.tagesspiegel.de/berlin/sitzordnung-im-neuen-parlament-niemand-will-neben-der-afd-sitzen/14679184.html",2016-10-13T16:30:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1257354660961537/?type=3,NA,364,521,7,654,8,13,147
540404695989874_1258211867542483,1546,5.40405E+14,AfD,"Vieles macht die EU nicht richtig, aber etwas kann sie richtig gut: Geld verschwenden, Jahr für Jahr für Jahr.

2015 waren es 5,5 Milliarden Euro, die zu Unrecht ausgezahlt wurden. Fördergelder, die eigentlich nicht hätten abgerufen werden dürfen, Ackerflächen, die zu groß ausgewiesen wurden, übertriebene Preise - alles war dabei. Das Schlimme dabei: Diese Nachricht verwundert nicht, denn sie gibt es jedes Jahr:

Schlagzeile 2008: ""EU verschwendet Milliardenbeträge""

Schlagzeile 2009: ""EU verschwendet wieder Milliarden Steuergelder""

Schlagzeile 2010: ""Milliarden-Verschwendung von Steuergeldern angeprangert"" 

Schlagzeile 2011: ""EU-Milliarden gehen in falsche Hilfsprojekte""

Schlagzeile 2012: ""Milliardenverschwendung – Hier versickern EU-Gelder"" 

Und so könnte man Jahr für Jahr weitermachen. Alle Länder müssen sparen, doch in der EU scheint man davon nichts wissen zu wollen. Die Beamten verteilen jedes Jahr gesetzeswidrig Milliarden von Steuergeldern, jedes Jahr werden sie dafür vom Rechnungshof gerügt und machen danach einfach weiter wie bisher. Konsequenzen? Keine.

Höchste Zeit, diese Verschwendung zu stoppen! Zeit für Veränderung! 
Zeit für die #AfD!

https://www.welt.de/print/die_welt/finanzen/article158749831/Europa-hat-mehr-als-fuenf-Milliarden-Euro-verschwendet.html""",2016-10-14T12:00:06+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1258211867542483/?type=3,NA,169,663,1,13,5,59,765
540404695989874_1258459674184369,2332,5.40405E+14,AfD,"+ + Ultimatum für Facebook: Mehr Zensur, sonst drohen Bußgelder + +

Schrille Töne bezüglich Facebook kennen wir bisher nur von Herrn Maas, doch jetzt meldet sich auch der Vorsitzende der CDU/CSU-Bundestagsfraktion, Volker Kauder, zu Wort und fordert Bu",2016-10-14T15:02:07+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1258459674184369/?type=3,NA,497,1091,17,223,19,30,552
540404695989874_1258627720834231,4721,5.40405E+14,AfD,"+ Nicht über Symptome debattieren, sondern die Krankheit heilen +

Zu den Vorfällen rund um den mutmaßlichen Attentäter al-Bakr erklärt der stellvertretende AfD-Vorsitzende Alexander Gauland:

„Angesichts der Debatte um den Justiz-Skandal in Sachsen m",2016-10-15T07:00:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1258627720834231/?type=3,NA,325,964,96,8,4,6,62
540404695989874_1259353870761616,1621,5.40405E+14,AfD,"Und wieder wollen die Etablierten uns Bürger für dumm verkaufen...
Da nutzen die doch tatsächlich unsere sauer ersparten Reserven, um die Mehrkosten und Lücken im Gesundheitswesen durch Flüchtlingsversorgung etc. im Wahljahr zu kaschieren...

Aber wen wundert das noch? Dergleichen ist sicher noch einiges zu erwarten... Zeit für #AfD",2016-10-15T10:07:34+0000,photo,https://www.facebook.com/Dr.Frauke.Petry/photos/a.782724038446912.1073741828.782456275140355/1240882972631014/?type=3,AfD shared Dr. Frauke Petry's photo.,204,1,4,9,14,87,903
540404695989874_1259404820756521,2858,5.40405E+14,AfD,"+++284.000 Ausländer zur Festnahme ausgeschrieben+++

Wo haben sich Frau Merkels Gäste versteckt?

Der Tagesspiegel berichtet, dass ""laut Bundeskriminalamt (BKA) zum 1. September dieses Jahres 284.158 Ausländer im Polizei-Fahndungssystem „Inpol“ zur F",2016-10-15T14:00:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1259404820756521/?type=3,NA,480,2745,7,258,102,42,1152
540404695989874_1259678370729166,3012,5.40405E+14,AfD,"+ + Volker Beck fordert: Lernt Arabisch! + + 

Da fordert ein deutscher Politiker die Bürger dazu auf, doch einfach Arabisch zu lernen, wenn sie in einem Stadtteil wohnen, in dem die Mehrheit der Einwohner nicht mehr Deutsch spricht, dann klappt das auc",2016-10-15T16:55:02+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1259678370729166/?type=3,NA,2251,1988,10,1040,36,40,2524
540404695989874_1256227431074260,5331,5.40405E+14,AfD,"+ + Auslandsfinanzierung von Moscheen beenden + +

In den Berichten der Ämter für Verfassungsschutz wird eine Reihe von Vereinen aufgeführt, deren Aktivitäten sich gegen den freiheitlichen Verfassungsstaat und seine Gesetze richten und die als extremist",2016-10-16T06:24:00+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1256227431074260/?type=3,NA,307,1269,96,7,8,5,175
540404695989874_1260459487317721,2090,5.40405E+14,AfD,"Wer nichts drauf hat, kauft sich Berater - der Steuerzahler zahlt es.

Verteidigungsministerin Dr. med. Ursula von der Leyen braucht mal wieder Berater. Vermittelt ihre Rüstungsstaatssekretärin (vormals McKinsey) nun womöglich ihren ehemaligen Kollegen einen Auftrag über 200 Millionen Euro?

Die Migrationsbehörde BAMF wird für 9 Millionen Euro von McKinsey beraten und um die Arbeitsagentur kümmert sich für 20 Millionen Euro Boston Consulting.

Praktisch ist für die hochqualifizierten und bestens bezahlten Regierungsbeamten, dass man sich Arbeit erspart und alles auf die Berater schieben kann, wenn etwas schief läuft oder gar unpopulär ist. Wie z.B. in Rheinland Pfalz geschehen. Da will Malu Dreyer (SPD) einen maroden Flughafen verkaufen und bekommt von der Wirtschaftsprüfungsgesellschaft KPMG für stattliches Honorar einen Kaufvertrag mit einem unseriösen Käufer abgesegnet. Von eigener Schuld durch ausgeübten Druck will sie bekanntlich nichts wissen.

Wofür bezahlen wir eigentlich die ""hochkarätigen"", unkündbaren und bestens altersversorgten Regierungsbeamten. Der Fisch fängt am Kopf an zu stinken. Aber gewaltig!

Schluss mit fachlichen Laien in staatlichen Schlüsselpositionen! Zeit für #AfD

http://www.faz.net/aktuell/wirtschaft/unternehmen/behoerden-der-staat-holt-immer-mehr-berater-14481557.html?google_editors_picks=true",2016-10-16T12:00:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1260459487317721/?type=3,NA,487,953,8,177,17,33,837
540404695989874_1261290077234662,9283,5.40405E+14,AfD,"Deutschpflicht - ein Eingriff in die Freizeit und Freiheit der Kinder?

Vor Jahren hatte man sich an der Herbert-Hoover-Realschule in Berlin darauf geeinigt, auch in den Pausen eine Deutschpflicht einzuführen. Dadurch verbesserten sich die Schulabschlüsse der Kinder, immer mehr schafften es aufs Gymnasium.

Doch der Türkische Bund Berlin-Brandenburg fordert nun, diese Pflicht wieder abzuschaffen, sie sei eine ""Respektlosigkeit der deutschen Schulen gegenüber allen ausländischen Kindern"". Die Kinder sollten sich in den Pausen erholen und das könnten sie nicht, wenn sie Deutsch sprechen müssten.

Sprache ist Schlüssel zur Integration. 
Es ist bezeichnend, dass der Türkische Bund nun eine Maßnahme abschaffen will, die nachweislich Erfolg hatte. Das genaue Gegenteil wäre richtig! Wenn Kinder unterschiedlichster Herkunft gemeinsam die Schule besuchen, dann ist eine gemeinsame Sprache mit das Wichtigste.

In deutschen Schulen sprechen wir Deutsch - eigentlich eine Selbstverständlichkeit, zumindest für die #AfD. 

https://www.welt.de/vermischtes/article158793194/Schulen-fehlt-Respekt-gegenueber-auslaendischen-Kindern.html",2016-10-17T07:03:09+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1261290077234662/?type=3,NA,738,3607,176,30,9,9,283
540404695989874_1261466413883695,1906,5.40405E+14,AfD,"+ + Asylgrund: IS-Kämpfer + +

Es war zunächst nur eine Notiz am Rande, an die wir uns schon gewöhnt hatten: Am 21. Juni wurde in Deutschland wieder ein IS-Terrorist verhaftet.

Doch Mukhamadsaid S. ist nicht irgendein Islamist, er ist ein enger Vertr",2016-10-17T12:00:55+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1261466413883695/?type=3,NA,356,1451,1,137,45,38,1374
540404695989874_1261596150537388,1476,5.40405E+14,AfD,"+ Prada, Pumps und Umstandsmode +

Die Bundeswehr rüstet auf. 
Endlich, könnte man meinen, denn die desaströse Materiallage ist seit Jahren öffentlich bekannt: Tornados, die am Boden bleiben müssen, Panzer, die mit Besenstielen statt Waffenrohren ins M",2016-10-17T15:45:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1261596150537388/?type=3,NA,513,780,8,1078,28,23,252
540404695989874_1262338803796456,2367,5.40405E+14,AfD,"+ Die Polizei wird immer noch im Stich gelassen +

Sieben Wochen am Stück Dienst, ohne auch nur einen freien Tag, meist 12-Stunden Schichten, schlechte Bezahlung, private Zukäufe oder Ersatz der dienstlich gelieferten Grundausstattung für wirkliche Sich",2016-10-18T07:32:27+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1262338803796456/?type=3,NA,318,1130,10,8,24,257,576
540404695989874_1262468160450187,3162,5.40405E+14,AfD,"Fakten, Fakten, Fakten - das war einmal das Credo der deutschen Presselandschaft. Wir betonen hier das Wörtchen ""war"". 

Die ""Junge Freiheit"" hat Post vom Presserat bekommen. Der Beschwerdeausschuß wirft der JF vor, „die presseethischen Grundsätze verletzt“ zu haben. Was war geschehen? Die JF hat es gewagt, in einem Artikel die Nationalität eines Mehrfachstraftäters zu nennen und sie wies darauf hin, dass es sich um einen Asylbewerber handelt.

Laut Presserat, sei die Nennung der Nationalität jedoch nicht relevant für die Tat und es sei auch nicht gerechtfertigt, seinen Aufenthaltsstatus als Asylbewerber zu erwähnen. Mit anderen Worten, Details würden die Bevölkerung verunsichern, also bitte nicht darüber berichten. Die JF kassierte eine Missbilligung. Besser machte es da die Presse, die über den jüngsten Mordfall in Hamburg berichtete - am Anfang verschwiegen die meisten Medien einen wichtigen Aspekt der polizeilichen Pressemitteilung – die „südländische Erscheinung“ des Täters. 

Lieber Presserat, glauben Sie wirklich, dass die Bürger nicht selbst die richtigen Schlüsse ziehen, auch wenn sie Fakten verschweigen? Leisten Sie mit so einer ""Faktenvorauswahl"" nicht Gerüchten und Falschbehauptungen Vorschub? Und kommt Ihnen nicht in den Sinn, dass diese Art der Nicht-Berichterstatung zu den sinkenden Auflagen der bekannten Zeitungen und Magazinen führt? 

Die Bürger wollen keine Lückenpresse. Sie haben ein Recht auf eine ehrliche und faktenbasierte Berichterstattung. Mut zur Wahrheit, dafür steht die #AfD.

https://jungefreiheit.de/kultur/medien/2016/taeter-ohne-herkunft/",2016-10-18T12:15:01+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1262468160450187/?type=3,NA,578,1612,12,165,26,39,896
540404695989874_1263316480365355,1314,5.40405E+14,AfD,"Rot-rot-grüne Gespräche sind wohl nur mit Alkohol zu ertragen. Daher ist es nicht verwunderlich, dass der erste Beschluss beim Treffen von SPD, Linken und Grünen lautete: Es muss mehr Wein her.

Eigentlich erstaunlich, dass bei der Versammlung der linken Parteien im Sitzungssaal des Bundestags die CDU fehlte, aber das beruht wohl weniger auf inhaltlichen Diskrepanzen: Es geht um Macht und um bezahlte Posten. Und weil Sigmar Gabriel genau weiß, dass er mit seiner Partei 2017 wohl kein gutes Ergebnis einfahren wird, muss er sich neue Verbündete suchen.

Schon Platon sagte: ""Der Wein ist ein Geschenk der Götter, sie haben den Wein dem Menschen aus Erbarmen gegeben."" Die deutsche Bevölkerung wird bei einer rot-rot-grünen Regierung sehr viel Wein brauchen... 

Es gibt nur eine echte Alternative für Deutschland und das ist die #AfD!

http://www.zeit.de/politik/deutschland/2016-10/rot-rot-gruen-bundestag-koalition-treffen",2016-10-19T07:41:23+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1263316480365355/?type=3,NA,249,319,6,255,8,8,96
540404695989874_1263465990350404,3073,5.40405E+14,AfD,"Zur Ankündigung von Kai Gniffke, die AfD nicht mehr als ‚rechtspopulistisch‘ zu bezeichnen, erklärt der stellvertretende AfD-Vorsitzende Alexander Gauland:

„Es ist löblich, dass der ARD-Chef Gniffke sich dazu durchgerungen hat, die AfD nicht mehr als ‚rechtspopulistisch‘ zu bezeichnen. Denn erstens sind wir eine demokratische Partei, die für rechtsstaatliche Prinzipien eintritt und sich in kein Rechts-links Spektrum einordnen lässt. Zweitens hat Herr Gniffke vollkommen zurecht erkannt, dass die Menschen es seit langem satthaben, von den Medien bevormundet und belehrt zu werden.

Die Menschen in Deutschland sind klug genug, um sich anhand unserer Programmatik ein eigenes Bild über die AfD zu machen. Sie wollen keine tendenziöse Berichterstattung. Das belegt auch die Tatsache, dass die AfD im Social Media-Bereich die meisten Anhänger und im Netz am präsentesten von allen Parteien in Deutschland ist. Immer mehr Menschen stillen ihren Informationsbedarf direkt bei uns.

Es ist an der Zeit, dass auch die anderen Medien unseriöse Adjektive in Bezug auf die AfD aufgeben und neutral über uns berichten. Das sollten sie allein schon in ihrem ureigenen Interesse tun.“

Wir halten es für unglaublich, dass es offensichtlich Absprachen unter den Medien gibt, Parteien wie die AfD in einer bestimmten Richtung zu bewerten. Das hat nichts mit Demokratie und seriösem Journalismus zu tun.

Zeit für Veränderungen. Zeit für #AfD",2016-10-19T12:01:40+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1263465990350404/?type=3,NA,256,413,17,74,33,0,3
540404695989874_1263715196992150,5480,5.40405E+14,AfD,"+ Für eine zeitgemäße Medienpolitik: Rundfunkbeitrag abschaffen +

Die Alternative für Deutschland steht für eine an den Grundrechten ausgerichtete Medienpolitik. Die Idee der Kommunikationsfreiheit, möglichst jedermann den Betrieb von Medien und insbes",2016-10-19T17:05:18+0000,photo,https://www.facebook.com/alternativefuerde/photos/a.542889462408064.1073741828.540404695989874/1263715196992150/?type=3,NA,294,1168,119,20,10,1,5
